image_path,split,filename,timestamp,clarity_score,turbidity_score,unscoreable_reason,dcp_raw,tenengrad_raw,blue_dom_raw,uicm_raw,dcp_score,tenengrad_score,blue_dom_score,uicm_score,image_w,image_h
data\train\images\20230919-141001-IPC608_8B64_165.jpg,train,20230919-141001-IPC608_8B64_165.jpg,20230919-141001,21.93,78.07,,42.171,880.695,1.2034,0.01114,91.27,86.78,46.01,63.3,1920,1080
data\train\images\20230919-143501-IPC608_8B64_165.jpg,train,20230919-143501-IPC608_8B64_165.jpg,20230919-143501,21.44,78.56,,41.948,731.61,1.2007,0.01119,90.52,89.27,46.38,63.0,1920,1080
data\train\images\20230919-145501-IPC608_8B64_165.jpg,train,20230919-145501-IPC608_8B64_165.jpg,20230919-145501,26.37,73.63,,39.853,1010.437,1.2062,0.01212,83.41,84.61,45.65,57.56,1920,1080
data\train\images\20230919-153001-IPC608_8B64_165.jpg,train,20230919-153001-IPC608_8B64_165.jpg,20230919-153001,29.06,70.94,,38.198,1084.567,1.2095,0.01209,77.8,83.37,45.21,57.71,1920,1080
data\train\images\20230919-154001-IPC608_8B64_165.jpg,train,20230919-154001-IPC608_8B64_165.jpg,20230919-154001,28.04,71.96,,38.303,885.7,1.2192,0.01187,78.16,86.7,43.92,59.01,1920,1080
data\train\images\20230919-154501-IPC608_8B64_165.jpg,train,20230919-154501-IPC608_8B64_165.jpg,20230919-154501,29.01,70.99,,37.933,893.709,1.233,0.01197,76.9,86.56,42.1,58.4,1920,1080
data\train\images\20230919-155001-IPC608_8B64_165.jpg,train,20230919-155001-IPC608_8B64_165.jpg,20230919-155001,31.61,68.39,,36.543,965.057,1.2423,0.01216,72.19,85.37,40.87,57.31,1920,1080
data\train\images\20230919-155501-IPC608_8B64_165.jpg,train,20230919-155501-IPC608_8B64_165.jpg,20230919-155501,27.78,72.22,,39.267,1106.46,1.2269,0.01142,81.43,83.01,42.91,61.67,1920,1080
data\train\images\20230919-164001-IPC608_8B64_165.jpg,train,20230919-164001-IPC608_8B64_165.jpg,20230919-164001,33.67,66.33,,36.74,1392.561,1.239,0.01262,72.86,78.22,41.31,54.59,1920,1080
data\train\images\20230920-062501-IPC608_8B64_165.jpg,train,20230920-062501-IPC608_8B64_165.jpg,20230920-062501,34.66,65.34,,36.574,1513.073,1.2526,0.01229,72.3,76.21,39.51,56.51,1920,1080
data\train\images\20230920-064501-IPC608_8B64_165.jpg,train,20230920-064501-IPC608_8B64_165.jpg,20230920-064501,29.07,70.93,,40.072,1540.568,1.1989,0.01302,84.15,75.75,46.61,52.23,1920,1080
data\train\images\20230920-065501-IPC608_8B64_165.jpg,train,20230920-065501-IPC608_8B64_165.jpg,20230920-065501,31.34,68.66,,38.239,1432.675,1.2198,0.01263,77.94,77.55,43.85,54.53,1920,1080
data\train\images\20230920-083501-IPC608_8B64_165.jpg,train,20230920-083501-IPC608_8B64_165.jpg,20230920-083501,33.13,66.87,,39.213,2022.771,1.1731,0.015,81.24,67.69,50.02,40.58,1920,1080
data\train\images\20230920-085501-IPC608_8B64_165.jpg,train,20230920-085501-IPC608_8B64_165.jpg,20230920-085501,30.47,69.53,,40.188,1847.282,1.1663,0.01451,84.55,70.62,50.92,43.45,1920,1080
data\train\images\20230920-090501-IPC608_8B64_165.jpg,train,20230920-090501-IPC608_8B64_165.jpg,20230920-090501,32.15,67.85,,38.984,1811.244,1.16,0.0152,80.47,71.23,51.76,39.39,1920,1080
data\train\images\20230920-091001-IPC608_8B64_165.jpg,train,20230920-091001-IPC608_8B64_165.jpg,20230920-091001,30.36,69.64,,39.172,1544.219,1.1792,0.01399,81.1,75.69,49.22,46.54,1920,1080
data\train\images\20230920-102501-IPC608_8B64_165.jpg,train,20230920-102501-IPC608_8B64_165.jpg,20230920-102501,26.03,73.97,,39.846,916.333,1.2013,0.01255,83.39,86.18,46.3,54.99,1920,1080
data\train\images\20230920-115001-IPC608_8B64_165.jpg,train,20230920-115001-IPC608_8B64_165.jpg,20230920-115001,30.63,69.37,,38.518,1443.066,1.1806,0.01375,78.88,77.38,49.03,47.95,1920,1080
data\train\images\20230920-120501-IPC608_8B64_165.jpg,train,20230920-120501-IPC608_8B64_165.jpg,20230920-120501,50.3,49.7,,37.289,4951.933,1.1472,0.01595,74.72,18.73,53.46,34.97,1920,1080
data\train\images\20230920-121501-IPC608_8B64_165.jpg,train,20230920-121501-IPC608_8B64_165.jpg,20230920-121501,30.09,69.91,,39.783,1824.602,1.1736,0.01282,83.18,71.0,49.97,53.43,1920,1080
data\train\images\20230920-123501-IPC608_8B64_165.jpg,train,20230920-123501-IPC608_8B64_165.jpg,20230920-123501,32.08,67.92,,39.833,2114.734,1.1941,0.0129,83.34,66.15,47.24,52.92,1920,1080
data\train\images\20230920-124001-IPC608_8B64_165.jpg,train,20230920-124001-IPC608_8B64_165.jpg,20230920-124001,31.88,68.12,,39.077,1865.974,1.194,0.01296,80.78,70.31,47.26,52.6,1920,1080
data\train\images\20230920-124501-IPC608_8B64_165.jpg,train,20230920-124501-IPC608_8B64_165.jpg,20230920-124501,27.25,72.75,,41.085,1707.182,1.193,0.01111,87.59,72.97,47.39,63.47,1920,1080
data\train\images\20230920-125001-IPC608_8B64_165.jpg,train,20230920-125001-IPC608_8B64_165.jpg,20230920-125001,26.29,73.71,,40.727,1341.16,1.2132,0.01087,86.37,79.08,44.72,64.89,1920,1080
data\train\images\20230920-132001-IPC608_8B64_165.jpg,train,20230920-132001-IPC608_8B64_165.jpg,20230920-132001,27.95,72.05,,41.214,1812.546,1.1874,0.01196,88.03,71.21,48.13,58.46,1920,1080
data\train\images\20230920-145501-IPC608_8B64_165.jpg,train,20230920-145501-IPC608_8B64_165.jpg,20230920-145501,26.56,73.44,,40.264,1167.676,1.265,0.00941,84.81,81.98,37.86,73.48,1920,1080
data\train\images\20230921-071501-IPC608_8B64_165.jpg,train,20230921-071501-IPC608_8B64_165.jpg,20230921-071501,15.87,84.13,,43.607,296.946,1.2431,0.00735,96.14,96.54,40.76,85.58,1920,1080
data\train\images\20230921-072002-IPC608_8B64_165.jpg,train,20230921-072002-IPC608_8B64_165.jpg,20230921-072002,15.93,84.07,,44.054,430.794,1.2263,0.00811,97.66,94.3,42.99,81.14,1920,1080
data\train\images\20230921-074501-IPC608_8B64_165.jpg,train,20230921-074501-IPC608_8B64_165.jpg,20230921-074501,17.77,82.23,,42.817,419.954,1.2336,0.00813,93.46,94.48,42.03,80.99,1920,1080
data\train\images\20230921-084001-IPC608_8B64_165.jpg,train,20230921-084001-IPC608_8B64_165.jpg,20230921-084001,18.71,81.29,,42.728,684.877,1.1783,0.00975,93.16,90.05,49.33,71.47,1920,1080
data\train\images\20230921-084501-IPC608_8B64_165.jpg,train,20230921-084501-IPC608_8B64_165.jpg,20230921-084501,18.88,81.12,,43.556,863.089,1.1909,0.00988,95.97,87.07,47.67,70.73,1920,1080
data\train\images\20230921-093502-IPC608_8B64_165.jpg,train,20230921-093502-IPC608_8B64_165.jpg,20230921-093502,18.63,81.37,,43.54,672.845,1.1797,0.01154,95.91,90.25,49.16,60.95,1920,1080
data\train\images\20230921-100001-IPC608_8B64_165.jpg,train,20230921-100001-IPC608_8B64_165.jpg,20230921-100001,24.18,75.82,,40.815,1006.839,1.1954,0.01113,86.67,84.67,47.07,63.37,1920,1080
data\train\images\20230921-105501-IPC608_8B64_165.jpg,train,20230921-105501-IPC608_8B64_165.jpg,20230921-105501,19.95,80.05,,41.822,509.204,1.2116,0.00978,90.09,92.99,44.93,71.28,1920,1080
data\train\images\20230921-122001-IPC608_8B64_165.jpg,train,20230921-122001-IPC608_8B64_165.jpg,20230921-122001,17.29,82.71,,43.012,531.315,1.2094,0.0079,94.12,92.62,45.23,82.35,1920,1080
data\train\images\20230921-130501-IPC608_8B64_165.jpg,train,20230921-130501-IPC608_8B64_165.jpg,20230921-130501,18.29,81.71,,41.859,268.532,1.2475,0.00748,90.21,97.01,40.18,84.83,1920,1080
data\train\images\20230921-152001-IPC608_8B64_165.jpg,train,20230921-152001-IPC608_8B64_165.jpg,20230921-152001,22.91,77.09,,40.347,431.24,1.3132,0.0075,85.09,94.29,31.48,84.7,1920,1080
data\train\images\20230922-080001-IPC608_8B64_165.jpg,train,20230922-080001-IPC608_8B64_165.jpg,20230922-080001,12.05,87.95,,44.44,172.955,1.1712,0.00707,98.97,98.61,50.28,87.23,1920,1080
data\train\images\20230922-082001-IPC608_8B64_165.jpg,train,20230922-082001-IPC608_8B64_165.jpg,20230922-082001,12.04,87.96,,45.278,256.193,1.1713,0.00703,100.0,97.22,50.26,87.45,1920,1080
data\train\images\20230922-083501-IPC608_8B64_165.jpg,train,20230922-083501-IPC608_8B64_165.jpg,20230922-083501,11.69,88.31,,45.889,180.762,1.1789,0.00675,100.0,98.48,49.26,89.11,1920,1080
data\train\images\20230922-090001-IPC608_8B64_165.jpg,train,20230922-090001-IPC608_8B64_165.jpg,20230922-090001,15.55,84.45,,43.558,581.348,1.1735,0.00739,95.97,91.78,49.97,85.36,1920,1080
data\train\images\20230922-090501-IPC608_8B64_165.jpg,train,20230922-090501-IPC608_8B64_165.jpg,20230922-090501,17.93,82.07,,43.081,835.128,1.1805,0.00786,94.36,87.54,49.04,82.6,1920,1080
data\train\images\20230922-094001-IPC608_8B64_165.jpg,train,20230922-094001-IPC608_8B64_165.jpg,20230922-094001,13.14,86.86,,43.899,147.846,1.2086,0.0062,97.13,99.03,45.32,92.33,1920,1080
data\train\images\20230922-103001-IPC608_8B64_165.jpg,train,20230922-103001-IPC608_8B64_165.jpg,20230922-103001,15.03,84.97,,43.515,499.253,1.164,0.00755,95.83,93.16,51.22,84.41,1920,1080
data\train\images\20230923-055501-IPC608_8B64_165.jpg,train,20230923-055501-IPC608_8B64_165.jpg,20230923-055501,31.01,68.99,,36.667,429.577,1.4205,0.00797,72.61,94.32,17.28,81.92,1920,1080
data\train\images\20230923-063001-IPC608_8B64_165.jpg,train,20230923-063001-IPC608_8B64_165.jpg,20230923-063001,31.16,68.84,,37.356,730.847,1.3144,0.01202,74.94,89.28,31.33,58.11,1920,1080
data\train\images\20230923-064501-IPC608_8B64_165.jpg,train,20230923-064501-IPC608_8B64_165.jpg,20230923-064501,33.38,66.62,,36.726,956.305,1.3116,0.01254,72.81,85.52,31.69,55.04,1920,1080
data\train\images\20230923-065001-IPC608_8B64_165.jpg,train,20230923-065001-IPC608_8B64_165.jpg,20230923-065001,31.99,68.01,,37.359,811.204,1.3058,0.01315,74.96,87.94,32.47,51.47,1920,1080
data\train\images\20230923-081001-IPC608_8B64_165.jpg,train,20230923-081001-IPC608_8B64_165.jpg,20230923-081001,28.51,71.49,,40.163,1245.508,1.1728,0.01598,84.46,80.68,50.07,34.85,1920,1080
data\train\images\20230923-082501-IPC608_8B64_165.jpg,train,20230923-082501-IPC608_8B64_165.jpg,20230923-082501,27.08,72.92,,40.878,1186.523,1.1979,0.01457,86.89,81.67,46.74,43.13,1920,1080
data\train\images\20230923-084001-IPC608_8B64_165.jpg,train,20230923-084001-IPC608_8B64_165.jpg,20230923-084001,27.12,72.88,,40.754,1227.153,1.1964,0.01408,86.47,80.99,46.95,46.03,1920,1080
data\train\images\20230923-085001-IPC608_8B64_165.jpg,train,20230923-085001-IPC608_8B64_165.jpg,20230923-085001,23.07,76.93,,42.007,870.822,1.1643,0.01455,90.72,86.94,51.19,43.24,1920,1080
data\train\images\20230923-090501-IPC608_8B64_165.jpg,train,20230923-090501-IPC608_8B64_165.jpg,20230923-090501,22.58,77.42,,42.41,935.565,1.1679,0.01393,92.08,85.86,50.71,46.9,1920,1080
data\train\images\20230923-091501-IPC608_8B64_165.jpg,train,20230923-091501-IPC608_8B64_165.jpg,20230923-091501,20.03,79.97,,43.321,699.408,1.1691,0.01365,95.17,89.81,50.55,48.5,1920,1080
data\train\images\20230923-092501-IPC608_8B64_165.jpg,train,20230923-092501-IPC608_8B64_165.jpg,20230923-092501,21.13,78.87,,43.159,1038.715,1.1567,0.01282,94.62,84.14,52.19,53.39,1920,1080
data\train\images\20230923-110501-IPC608_8B64_165.jpg,train,20230923-110501-IPC608_8B64_165.jpg,20230923-110501,18.61,81.39,,43.041,856.698,1.1588,0.00972,94.22,87.18,51.92,71.63,1920,1080
data\train\images\20230923-120001-IPC608_8B64_165.jpg,train,20230923-120001-IPC608_8B64_165.jpg,20230923-120001,16.99,83.01,,42.932,514.397,1.1846,0.00847,93.85,92.9,48.5,79.01,1920,1080
data\train\images\20230923-152501-IPC608_8B64_165.jpg,train,20230923-152501-IPC608_8B64_165.jpg,20230923-152501,26.57,73.43,,39.938,1118.999,1.2953,0.00772,83.7,82.8,33.86,83.4,1920,1080
data\train\images\20230923-153501-IPC608_8B64_165.jpg,train,20230923-153501-IPC608_8B64_165.jpg,20230923-153501,28.86,71.14,,38.276,1043.271,1.3287,0.00692,78.06,84.06,29.43,88.09,1920,1080
data\train\images\20230924-065501-IPC608_8B64_165.jpg,train,20230924-065501-IPC608_8B64_165.jpg,20230924-065501,28.37,71.63,,38.605,670.497,1.2683,0.01274,79.18,90.29,37.43,53.86,1920,1080
data\train\images\20230924-074501-IPC608_8B64_165.jpg,train,20230924-074501-IPC608_8B64_165.jpg,20230924-074501,25.7,74.3,,40.837,816.062,1.2062,0.01491,86.75,87.86,45.64,41.13,1920,1080
data\train\images\20230924-084001-IPC608_8B64_165.jpg,train,20230924-084001-IPC608_8B64_165.jpg,20230924-084001,27.91,72.09,,39.478,969.152,1.2145,0.01384,82.14,85.3,44.55,47.39,1920,1080
data\train\images\20230924-092001-IPC608_8B64_165.jpg,train,20230924-092001-IPC608_8B64_165.jpg,20230924-092001,27.03,72.97,,40.355,1050.757,1.2043,0.01414,85.11,83.94,45.89,45.66,1920,1080
data\train\images\20230924-093001-IPC608_8B64_165.jpg,train,20230924-093001-IPC608_8B64_165.jpg,20230924-093001,25.86,74.14,,41.182,1174.948,1.1794,0.01412,87.92,81.86,49.2,45.76,1920,1080
data\train\images\20230924-094501-IPC608_8B64_165.jpg,train,20230924-094501-IPC608_8B64_165.jpg,20230924-094501,26.9,73.1,,40.783,1280.339,1.1695,0.01452,86.57,80.1,50.5,43.44,1920,1080
data\train\images\20230924-095001-IPC608_8B64_165.jpg,train,20230924-095001-IPC608_8B64_165.jpg,20230924-095001,29.65,70.35,,40.451,1826.794,1.1662,0.01391,85.44,70.97,50.94,46.99,1920,1080
data\train\images\20230924-113501-IPC608_8B64_165.jpg,train,20230924-113501-IPC608_8B64_165.jpg,20230924-113501,18.56,81.44,,43.68,857.747,1.1685,0.01066,96.39,87.16,50.64,66.1,1920,1080
data\train\images\20230924-122001-IPC608_8B64_165.jpg,train,20230924-122001-IPC608_8B64_165.jpg,20230924-122001,25.89,74.11,,40.14,1231.614,1.2153,0.00968,84.39,80.91,44.44,71.91,1920,1080
data\train\images\20230924-134001-IPC608_8B64_165.jpg,train,20230924-134001-IPC608_8B64_165.jpg,20230924-134001,21.97,78.03,,40.837,609.207,1.2435,0.00866,86.75,91.32,40.71,77.91,1920,1080
data\train\images\20230925-080001-IPC608_8B64_165.jpg,train,20230925-080001-IPC608_8B64_165.jpg,20230925-080001,22.33,77.67,,40.994,526.952,1.2022,0.01219,87.28,92.69,46.18,57.13,1920,1080
data\train\images\20230925-083001-IPC608_8B64_165.jpg,train,20230925-083001-IPC608_8B64_165.jpg,20230925-083001,26.33,73.67,,40.093,769.757,1.2059,0.01467,84.22,88.63,45.68,42.53,1920,1080
data\train\images\20230925-085001-IPC608_8B64_165.jpg,train,20230925-085001-IPC608_8B64_165.jpg,20230925-085001,25.72,74.28,,40.565,775.719,1.2193,0.01407,85.83,88.53,43.91,46.06,1920,1080
data\train\images\20230925-085501-IPC608_8B64_165.jpg,train,20230925-085501-IPC608_8B64_165.jpg,20230925-085501,26.27,73.73,,40.362,872.826,1.1978,0.01468,85.14,86.91,46.75,42.48,1920,1080
data\train\images\20230925-090001-IPC608_8B64_165.jpg,train,20230925-090001-IPC608_8B64_165.jpg,20230925-090001,24.39,75.61,,41.636,860.616,1.1953,0.01465,89.46,87.12,47.09,42.67,1920,1080
data\train\images\20230925-100001-IPC608_8B64_165.jpg,train,20230925-100001-IPC608_8B64_165.jpg,20230925-100001,32.96,67.04,,34.996,1006.256,1.1851,0.01311,66.94,84.68,48.44,51.7,1920,1080
data\train\images\20230925-101501-IPC608_8B64_165.jpg,train,20230925-101501-IPC608_8B64_165.jpg,20230925-101501,18.12,81.88,,43.989,616.821,1.1736,0.01246,97.44,91.19,49.96,55.55,1920,1080
data\train\images\20230926-054001-IPC608_8B64_165.jpg,train,20230926-054001-IPC608_8B64_165.jpg,20230926-054001,62.56,37.44,,11.996,193.094,1.7371,0.00837,0.0,98.27,0.0,79.56,1920,1080
data\train\images\20230926-054501-IPC608_8B64_165.jpg,train,20230926-054501-IPC608_8B64_165.jpg,20230926-054501,54.7,45.3,,23.559,588.52,1.5682,0.01079,28.17,91.66,0.0,65.37,1920,1080
data\train\images\20230926-055501-IPC608_8B64_165.jpg,train,20230926-055501-IPC608_8B64_165.jpg,20230926-055501,37.23,62.77,,34.557,1072.064,1.3783,0.0101,65.45,83.58,22.87,69.44,1920,1080
data\train\images\20230926-060001-IPC608_8B64_165.jpg,train,20230926-060001-IPC608_8B64_165.jpg,20230926-060001,35.09,64.91,,35.781,1058.475,1.3554,0.01044,69.61,83.81,25.9,67.42,1920,1080
data\train\images\20230926-062501-IPC608_8B64_165.jpg,train,20230926-062501-IPC608_8B64_165.jpg,20230926-062501,39.55,60.45,,35.25,1711.85,1.2755,0.01482,67.81,72.89,36.48,41.64,1920,1080
data\train\images\20230926-065001-IPC608_8B64_165.jpg,train,20230926-065001-IPC608_8B64_165.jpg,20230926-065001,47.44,52.56,,32.931,2352.883,1.2538,0.01839,59.94,62.17,39.35,20.66,1920,1080
data\train\images\20230926-072001-IPC608_8B64_165.jpg,train,20230926-072001-IPC608_8B64_165.jpg,20230926-072001,54.67,45.33,,32.214,3443.803,1.2314,0.02074,57.51,43.94,42.3,6.83,1920,1080
data\train\images\20230926-072501-IPC608_8B64_165.jpg,train,20230926-072501-IPC608_8B64_165.jpg,20230926-072501,55.12,44.88,,32.309,3575.229,1.2098,0.02157,57.83,41.74,45.16,1.92,1920,1080
data\train\images\20230926-074001-IPC608_8B64_165.jpg,train,20230926-074001-IPC608_8B64_165.jpg,20230926-074001,48.96,51.04,,34.83,3189.606,1.1964,0.02081,66.38,48.19,46.94,6.4,1920,1080
data\train\images\20230926-075501-IPC608_8B64_165.jpg,train,20230926-075501-IPC608_8B64_165.jpg,20230926-075501,50.49,49.51,,35.127,3560.407,1.1748,0.02233,67.39,41.99,49.8,0.0,1920,1080
data\train\images\20230926-081001-IPC608_8B64_165.jpg,train,20230926-081001-IPC608_8B64_165.jpg,20230926-081001,54.02,45.98,,33.107,3581.022,1.2008,0.02276,60.54,41.65,46.36,0.0,1920,1080
data\train\images\20230926-090501-IPC608_8B64_165.jpg,train,20230926-090501-IPC608_8B64_165.jpg,20230926-090501,45.44,54.56,,37.694,3434.357,1.1395,0.0228,76.09,44.1,54.47,0.0,1920,1080
data\train\images\20230926-092001-IPC608_8B64_165.jpg,train,20230926-092001-IPC608_8B64_165.jpg,20230926-092001,46.3,53.7,,36.542,3184.185,1.1603,0.02257,72.19,48.28,51.72,0.0,1920,1080
data\train\images\20230926-093001-IPC608_8B64_165.jpg,train,20230926-093001-IPC608_8B64_165.jpg,20230926-093001,51.22,48.78,,35.345,3805.371,1.1674,0.02328,68.13,37.9,50.78,0.0,1920,1080
data\train\images\20230926-095001-IPC608_8B64_165.jpg,train,20230926-095001-IPC608_8B64_165.jpg,20230926-095001,46.02,53.98,,37.496,3567.86,1.1261,0.02245,75.42,41.87,56.25,0.0,1920,1080
data\train\images\20230926-101001-IPC608_8B64_165.jpg,train,20230926-101001-IPC608_8B64_165.jpg,20230926-101001,49.44,50.56,,36.253,3907.728,1.127,0.0226,71.21,36.19,56.12,0.0,1920,1080
data\train\images\20230926-103001-IPC608_8B64_165.jpg,train,20230926-103001-IPC608_8B64_165.jpg,20230926-103001,50.04,49.96,,35.171,3670.921,1.1472,0.02153,67.54,40.14,53.45,2.15,1920,1080
data\train\images\20230926-113001-IPC608_8B64_165.jpg,train,20230926-113001-IPC608_8B64_165.jpg,20230926-113001,33.4,66.6,,39.374,2060.343,1.1479,0.01665,81.79,67.06,53.37,30.9,1920,1080
data\train\images\20230926-130501-IPC608_8B64_165.jpg,train,20230926-130501-IPC608_8B64_165.jpg,20230926-130501,29.91,70.09,,38.891,1304.194,1.225,0.01257,80.15,79.7,43.16,54.87,1920,1080
data\train\images\20230926-155001-IPC608_8B64_165.jpg,train,20230926-155001-IPC608_8B64_165.jpg,20230926-155001,30.03,69.97,,38.016,732.179,1.3232,0.01122,77.18,89.26,30.17,62.84,1920,1080
data\train\images\20230926-173501-IPC608_8B64_165.jpg,train,20230926-173501-IPC608_8B64_165.jpg,20230926-173501,38.35,61.65,,33.298,686.61,1.457,0.00885,61.19,90.02,12.45,76.78,1920,1080
data\train\images\20230927-074001-IPC608_8B64_165.jpg,train,20230927-074001-IPC608_8B64_165.jpg,20230927-074001,41.8,58.2,,35.542,2127.945,1.2506,0.01689,68.79,65.93,39.77,29.46,1920,1080
data\train\images\20230927-092001-IPC608_8B64_165.jpg,train,20230927-092001-IPC608_8B64_165.jpg,20230927-092001,42.54,57.46,,36.678,2754.866,1.1968,0.01785,72.65,55.46,46.89,23.8,1920,1080
data\train\images\20230927-092501-IPC608_8B64_165.jpg,train,20230927-092501-IPC608_8B64_165.jpg,20230927-092501,42.44,57.56,,36.458,2684.351,1.2001,0.01762,71.9,56.63,46.45,25.19,1920,1080
data\train\images\20230927-095001-IPC608_8B64_165.jpg,train,20230927-095001-IPC608_8B64_165.jpg,20230927-095001,37.8,62.2,,38.799,2623.425,1.1938,0.01592,79.84,57.65,47.28,35.17,1920,1080
data\train\images\20230927-095501-IPC608_8B64_165.jpg,train,20230927-095501-IPC608_8B64_165.jpg,20230927-095501,31.39,68.61,,39.81,1697.695,1.173,0.0162,83.27,73.12,50.04,33.55,1920,1080
data\train\images\20230927-100501-IPC608_8B64_165.jpg,train,20230927-100501-IPC608_8B64_165.jpg,20230927-100501,34.56,65.44,,38.811,2080.338,1.1763,0.01588,79.88,66.73,49.61,35.43,1920,1080
data\train\images\20230927-102501-IPC608_8B64_165.jpg,train,20230927-102501-IPC608_8B64_165.jpg,20230927-102501,35.41,64.59,,37.777,2000.052,1.1755,0.01564,76.37,68.07,49.71,36.8,1920,1080
data\train\images\20230927-104001-IPC608_8B64_165.jpg,train,20230927-104001-IPC608_8B64_165.jpg,20230927-104001,32.1,67.9,,38.705,1593.086,1.196,0.01471,79.52,74.87,46.99,42.29,1920,1080
data\train\images\20230927-110501-IPC608_8B64_165.jpg,train,20230927-110501-IPC608_8B64_165.jpg,20230927-110501,28.92,71.08,,39.509,1232.34,1.1981,0.01412,82.24,80.9,46.72,45.75,1920,1080
data\train\images\20230927-111001-IPC608_8B64_165.jpg,train,20230927-111001-IPC608_8B64_165.jpg,20230927-111001,27.45,72.55,,41.016,1484.852,1.1849,0.01356,87.36,76.68,48.47,49.06,1920,1080
data\train\images\20230927-120501-IPC608_8B64_165.jpg,train,20230927-120501-IPC608_8B64_165.jpg,20230927-120501,21.91,78.09,,41.372,681.875,1.2082,0.01076,88.56,90.1,45.38,65.55,1920,1080
data\train\images\20230927-121001-IPC608_8B64_165.jpg,train,20230927-121001-IPC608_8B64_165.jpg,20230927-121001,26.35,73.65,,41.423,1627.219,1.1959,0.01091,88.74,74.3,47.0,64.64,1920,1080
data\train\images\20230927-124501-IPC608_8B64_165.jpg,train,20230927-124501-IPC608_8B64_165.jpg,20230927-124501,26.07,73.93,,41.089,480.272,1.4413,0.0084,87.6,93.47,14.53,79.43,1920,1080
data\train\images\20230927-140001-IPC608_8B64_165.jpg,train,20230927-140001-IPC608_8B64_165.jpg,20230927-140001,25.75,74.25,,40.608,224.997,1.5045,0.00608,85.97,97.74,6.17,93.09,1920,1080
data\train\images\20230927-145501-IPC608_8B64_165.jpg,train,20230927-145501-IPC608_8B64_165.jpg,20230927-145501,43.0,57.0,,33.311,1384.075,1.4917,0.00929,61.23,78.37,7.87,74.2,1920,1080
data\train\images\20230928-062601-IPC608_8B64_165.jpg,train,20230928-062601-IPC608_8B64_165.jpg,20230928-062601,27.98,72.02,,40.418,327.283,1.5345,0.00721,85.33,96.03,2.2,86.41,1920,1080
data\train\images\20230928-071801-IPC608_8B64_165.jpg,train,20230928-071801-IPC608_8B64_165.jpg,20230928-071801,33.54,66.46,,37.604,378.072,1.5544,0.009,75.79,95.18,0.0,75.88,1920,1080
data\train\images\20230928-075601-IPC608_8B64_165.jpg,train,20230928-075601-IPC608_8B64_165.jpg,20230928-075601,28.49,71.51,,41.114,467.484,1.4691,0.01144,87.69,93.69,10.85,61.53,1920,1080
data\train\images\20230928-101601-IPC608_8B64_165.jpg,train,20230928-101601-IPC608_8B64_165.jpg,20230928-101601,27.54,72.46,,40.964,395.825,1.4575,0.0106,87.18,94.88,12.39,66.44,1920,1080
data\train\images\20230928-101801-IPC608_8B64_165.jpg,train,20230928-101801-IPC608_8B64_165.jpg,20230928-101801,22.87,77.13,,43.247,441.755,1.4031,0.01,94.92,94.12,19.59,70.03,1920,1080
data\train\images\20230928-105401-IPC608_8B64_165.jpg,train,20230928-105401-IPC608_8B64_165.jpg,20230928-105401,25.87,74.13,,41.844,607.661,1.4103,0.01011,90.16,91.34,18.63,69.38,1920,1080
data\train\images\20230928-105501-IPC608_8B64_165.jpg,train,20230928-105501-IPC608_8B64_165.jpg,20230928-105501,28.56,71.44,,40.695,662.177,1.4429,0.01011,86.27,90.43,14.32,69.35,1920,1080
data\train\images\20230928-110501-IPC608_8B64_165.jpg,train,20230928-110501-IPC608_8B64_165.jpg,20230928-110501,21.66,78.34,,43.533,407.569,1.3957,0.00921,95.89,94.69,20.57,74.67,1920,1080
data\train\images\20230928-123901-IPC608_8B64_165.jpg,train,20230928-123901-IPC608_8B64_165.jpg,20230928-123901,21.1,78.9,,42.695,164.132,1.4577,0.00562,93.05,98.76,12.36,95.77,1920,1080
data\train\images\20230928-130901-IPC608_8B64_165.jpg,train,20230928-130901-IPC608_8B64_165.jpg,20230928-130901,28.83,71.17,,38.416,216.031,1.5173,0.00576,78.54,97.89,4.47,94.97,1920,1080
data\train\images\20230928-140601-IPC608_8B64_165.jpg,train,20230928-140601-IPC608_8B64_165.jpg,20230928-140601,27.45,72.55,,39.774,182.765,1.539,0.00584,83.14,98.44,1.6,94.47,1920,1080
data\train\images\20230928-142501-IPC608_8B64_165.jpg,train,20230928-142501-IPC608_8B64_165.jpg,20230928-142501,28.22,71.78,,39.183,142.101,1.5677,0.0056,81.14,99.12,0.0,95.88,1920,1080
data\train\images\20230928-143001-IPC608_8B64_165.jpg,train,20230928-143001-IPC608_8B64_165.jpg,20230928-143001,27.59,72.41,,39.616,172.707,1.5377,0.00587,82.61,98.61,1.77,94.27,1920,1080
data\train\images\20230928-145401-IPC608_8B64_165.jpg,train,20230928-145401-IPC608_8B64_165.jpg,20230928-145401,31.48,68.52,,38.455,432.122,1.5613,0.00699,78.67,94.28,0.0,87.71,1920,1080
data\train\images\20230928-155101-IPC608_8B64_165.jpg,train,20230928-155101-IPC608_8B64_165.jpg,20230928-155101,30.9,69.1,,37.831,141.969,1.6369,0.00705,76.56,99.13,0.0,87.36,1920,1080
data\train\images\20230928-162701-IPC608_8B64_165.jpg,train,20230928-162701-IPC608_8B64_165.jpg,20230928-162701,32.57,67.43,,36.655,184.759,1.7058,0.00681,72.57,98.41,0.0,88.79,1920,1080
